Symbol	GOs
lcor	GO:0003677,GO:0005634,GO:0006357
LOC117815615	GO:0005509,GO:0007411,GO:0008201,GO:0048495,GO:0050919
LOC117815616	NA
LOC117815930	GO:0005096,GO:0005737,GO:0007165,GO:0051056
LOC117815617	NA
LOC117816057	GO:0003924,GO:0003924,GO:0005525,GO:0005525,GO:0007264
LOC117816209	GO:0001678,GO:0001678,GO:0004340,GO:0005524,GO:0005524,GO:0005536,GO:0005536,GO:0005739,GO:0005829,GO:0006096,GO:0006096,GO:0008865,GO:0019158,GO:0051156
LOC117816208	GO:0005515
LOC117815453	GO:0005737,GO:0007173,GO:0016020
LOC117815618	GO:0005737,GO:0007173,GO:0016020
lgsn	GO:0002089,GO:0004356,GO:0005737,GO:0006542,GO:0016020
ptp4a1	GO:0004725,GO:0005634,GO:0006470
col9a1a	NA
si:dkey-23f9.4	GO:0005814,GO:0060271,GO:0097730
mrpl4	GO:0003735,GO:0003735,GO:0005840,GO:0006412
abcc10	GO:0005524,GO:0016020,GO:0016020,GO:0016887,GO:0055085,GO:0055085,GO:0140359
sp2	GO:0000978,GO:0000981,GO:0006357
socs7	GO:0005942,GO:0035556,GO:0046854,GO:0046935
si:ch211-156l18.8	GO:0004930,GO:0007186,GO:0016020
mrpl45	GO:0005739
npepps	GO:0005737,GO:0006508,GO:0006508,GO:0008270,GO:0008270,GO:0042277,GO:0043171,GO:0070006
c7h6orf120	NA
mrpl21	GO:0003735,GO:0005762,GO:0005840
wipf2a	GO:0003779
LOC117815711	GO:0006955,GO:0007166,GO:0009897,GO:0031295,GO:0042102,GO:0042130,GO:0071222
cdc6	GO:0003688,GO:0005524,GO:0005634,GO:0006270,GO:0016887,GO:0033314,GO:0051301
ccsapa	GO:0005814,GO:0005819,GO:0005856,GO:0005856,GO:0008017,GO:0035869,GO:0036064,GO:1901673
acta1a	NA
LOC117815623	GO:0005509,GO:0005509,GO:0005886,GO:0007156,GO:0016342,GO:0045296
taf5l	GO:0000123,GO:0003713,GO:0005515,GO:0006355,GO:0016573,GO:0140513
capn9	GO:0004198,GO:0004198,GO:0005509,GO:0005737,GO:0006508,GO:0006508
ltv1	GO:0000056,GO:0005634,GO:0005829,GO:0030688,GO:0042274,GO:0042274
ifngr1	NA
LOC117815625	NA
LOC117816313	NA
LOC117816187	NA
akt3b	GO:0004674,GO:0005524,GO:0006468
pus10	GO:0003723,GO:0009982,GO:0009982,GO:0031119
cct4	GO:0005524,GO:0005832,GO:0006457,GO:0006457,GO:0016887,GO:0051082,GO:0051082,GO:0140662,GO:0140662
fam161a	GO:0005929,GO:0044782
xpo1a	GO:0000055,GO:0000056,GO:0005049,GO:0005049,GO:0005634,GO:0005737,GO:0006611,GO:0031267
usp34	GO:0004197,GO:0004843,GO:0004843,GO:0005634,GO:0005829,GO:0016579,GO:0016579
LOC117815604	NA
LOC117815627	GO:0005509,GO:0005886,GO:0007156
LOC117815628	NA
LOC117816345	NA
LOC117815629	NA
commd1	GO:0005768,GO:0031398,GO:0032434,GO:0055070,GO:0055070,GO:1902306,GO:2000009
LOC117815823	NA
LOC117815822	GO:0005739,GO:0005829,GO:0006099,GO:0006107,GO:0006108,GO:0006108,GO:0006734,GO:0030060,GO:0030060
LOC117815997	GO:0003983,GO:0003983,GO:0005737,GO:0005977,GO:0006011,GO:0006011
vps54	GO:0000938,GO:0006896,GO:0019905,GO:0042147,GO:0042147
LOC117816502	GO:0005515,GO:0008592,GO:0008592,GO:0061630,GO:0061630,GO:0070936
LOC117816501	GO:0005337,GO:0005337,GO:0005886,GO:0015853,GO:0015854,GO:0015862,GO:0016323,GO:0035344,GO:0035364,GO:1901642,GO:1901642
LOC117815834	NA
LOC117815832	GO:0030246
LOC117815833	NA
aftpha	GO:0030121,GO:0030276,GO:0032588,GO:0046907
LOC117816076	GO:0005634,GO:0140110
LOC117815992	GO:0003924,GO:0005525
LOC117816575	GO:0005515,GO:0008270
LOC117816576	GO:0005885,GO:0030479,GO:0034314,GO:0051015
spred2a	GO:0007275,GO:0016020,GO:0019901,GO:0043409
LOC117815632	NA
LOC117815901	NA
LOC117815347	GO:0005509,GO:0005509,GO:0008597
LOC117815346	GO:0005515,GO:0008270
LOC117815343	GO:0005515,GO:0008270
LOC117815344	GO:0005515,GO:0008270
LOC117815345	GO:0005515,GO:0008270
csnk1a1	GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0007165,GO:0018105,GO:0090090
LOC117817546	GO:0003676,GO:0008168,GO:0015074,GO:0016706
fbxo38	GO:0005515,GO:0005634,GO:0005737,GO:0031146,GO:0070936
LOC117817800	GO:0008250,GO:0018279
LOC117817716	NA
igbp1	GO:0005829,GO:0009966,GO:0009966,GO:0035303,GO:0051721
abhd18	NA
rnf103	GO:0004842,GO:0005783,GO:0016567,GO:0030433
atoh8	GO:0003700,GO:0046983
commd5	GO:0005634
fam199x	NA
mlsl	GO:0004474,GO:0004474,GO:0005737,GO:0006097,GO:0006097
LOC117817168	GO:0004596,GO:0005515,GO:0005737,GO:0017196,GO:0031415
ndufc1	GO:0005739,GO:0005739,GO:0005747,GO:0005747
si:ch211-235e9.8	GO:0005739,GO:0008089
elf2a	GO:0000981,GO:0005634,GO:0006357,GO:0030154,GO:0043565
nocta	GO:0004535,GO:0007623
LOC117817737	NA
LOC117817727	NA
LOC117817714	GO:0005515
LOC117816926	NA
LOC117817752	NA
LOC117817728	NA
trnas-cga	NA
LOC117817891	NA
LOC117817557	NA
LOC117817549	NA
LOC117817554	NA
LOC117817726	GO:0005634
LOC117816961	NA
LOC117816962	NA
LOC117817673	NA
LOC117817794	NA
slc7a11	GO:0003333,GO:0015179,GO:0016020
LOC117816816	GO:0003713,GO:0005515,GO:0007219,GO:0016607,GO:0045944
LOC117816935	GO:0004842,GO:0005634
LOC117816936	NA
LOC117816868	NA
LOC117816825	NA
LOC117816826	NA
pcdh18b	GO:0005509,GO:0005886,GO:0007156
LOC117818083	NA
trnas-cga_1	NA
trnas-cga_2	NA
trnas-cga_3	NA
LOC117817856	NA
LOC117818130	NA
LOC117817176	NA
LOC117816859	NA
LOC117817560	GO:0046983
LOC117816998	NA
LOC117817561	NA
pcdh10b	GO:0005509,GO:0005886,GO:0007156
LOC117817831	NA
LOC117817562	NA
LOC117817563	NA
LOC117817565	GO:0005515
LOC117817681	NA
enpp6	NA
LOC117817493	GO:0000977,GO:0001228,GO:0005634,GO:0005737,GO:0045944
LOC117817703	GO:0001934,GO:0005104,GO:0005615,GO:0005737,GO:0008083,GO:0008083,GO:0008284,GO:0008543,GO:0009887,GO:0010628,GO:0030154,GO:0030334
immt	GO:0042407,GO:0061617
slbp	GO:0003729,GO:0005737,GO:0006398,GO:0051028,GO:0071204,GO:0071207
ccdc142	NA
tmem129	GO:0005783,GO:0016020,GO:0016020,GO:0016567,GO:0016567,GO:0061630,GO:0061630
dcps	GO:0000290,GO:0000290,GO:0000340,GO:0000932,GO:0005634,GO:0016787,GO:0016787
ids	GO:0004423,GO:0004423
LOC117816842	GO:0005515
LOC117816844	GO:0000977,GO:0000981,GO:0005634,GO:0006357
LOC117816841	GO:0005515
LOC117817780	NA
fmr1	GO:0000381,GO:0001934,GO:0003730,GO:0005634,GO:0005844,GO:0006974,GO:0007417,GO:0008089,GO:0014069,GO:0016020,GO:0017148,GO:0030424,GO:0030426,GO:0042803,GO:0043025,GO:0043197,GO:0043488,GO:0044326,GO:0045182,GO:0045727,GO:0048814,GO:0051489,GO:0060998,GO:0071598,GO:0098793,GO:0099578,GO:1902737,GO:1905244
LOC117817097	GO:0005515
LOC117817136	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC117817131	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC117817118	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817119	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817107	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817099	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817111	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817137	NA
LOC117817143	NA
LOC117817092	GO:0000786,GO:0003677,GO:0006334,GO:0030527
LOC117817122	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817090	GO:0000786,GO:0003677,GO:0006334,GO:0030527
LOC117817102	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817114	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817113	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817106	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817121	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817135	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC117817138	NA
LOC117817141	NA
LOC117817129	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC117817124	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817089	GO:0000786,GO:0003677,GO:0006334,GO:0030527
LOC117817101	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817110	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817115	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817104	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817091	GO:0000786,GO:0003677,GO:0006334,GO:0030527
LOC117817123	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817133	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC117817140	NA
LOC117817116	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817105	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817093	GO:0000786,GO:0003677,GO:0006334,GO:0030527
LOC117817127	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817132	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC117817144	NA
LOC117817108	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817103	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817095	GO:0000786,GO:0003677,GO:0006334,GO:0030527
LOC117817126	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817566	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC117817096	GO:0000786,GO:0003677,GO:0006334,GO:0030527
LOC117817125	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817139	NA
LOC117816910	GO:0005515
rab33a	GO:0003924,GO:0005525,GO:0005768,GO:0005794,GO:0032482
si:ch211-159i8.4	GO:0005515,GO:0005576
hdac3	GO:0004407,GO:0016575
myot	GO:0005886,GO:0007156,GO:0007411,GO:0030424,GO:0070593,GO:0098632
LOC117818105	NA
LOC117817713	GO:0004672,GO:0005524,GO:0006468
LOC117817646	NA
LOC117817567	GO:0006486,GO:0006486,GO:0008499,GO:0016020,GO:0016020
LOC117817818	NA
il1rapl2	GO:0007165
LOC117817819	NA
LOC117816791	NA
LOC117817826	NA
LOC117817811	NA
LOC117817387	GO:0000922,GO:0005813,GO:0005874,GO:0032467
snx25	GO:0031901,GO:0035091,GO:0035091,GO:0043231
fgl1	GO:0005615,GO:0050776,GO:0050868,GO:0062023
LOC117817782	NA
cnga2a	GO:0005222,GO:0005223,GO:0005886,GO:0017071,GO:0030553,GO:0044877,GO:0098655
LOC117816988	GO:0005509,GO:0005737,GO:0005884,GO:0032432,GO:0051015,GO:0051017,GO:0051639
ptcd3	GO:0005515,GO:0005739,GO:0019843,GO:0032543,GO:0043024
LOC117818131	NA
polr1a	GO:0003677,GO:0003899,GO:0003899,GO:0005736,GO:0006351,GO:0006351
LOC117816880	GO:0000226,GO:0005881,GO:0005929,GO:0008017
LOC117818134	NA
LOC117818133	NA
LOC117818132	NA
st3gal5	GO:0006486,GO:0006486,GO:0047291
LOC117817407	GO:0000038,GO:0001676,GO:0005783,GO:0016020,GO:0035338,GO:0047676
LOC117817409	GO:0005737,GO:0006508,GO:0006508,GO:0006915,GO:0030182,GO:0030216,GO:0030218,GO:0043065,GO:0097153
LOC117817429	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC117817427	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817418	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817431	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817412	GO:0000786,GO:0003677,GO:0006334,GO:0030527
LOC117817425	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817568	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC117817413	GO:0000786,GO:0003677,GO:0006334,GO:0030527
LOC117817421	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817430	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC117817423	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817420	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817415	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817410	GO:0000786,GO:0003677,GO:0006334,GO:0030527
LOC117817569	GO:0000786,GO:0003677,GO:0006334,GO:0030527,GO:0046982
LOC117817424	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817417	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817411	GO:0000786,GO:0003677,GO:0006334,GO:0030527
LOC117817422	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817432	NA
LOC117817414	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817419	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
LOC117817428	GO:0000786,GO:0000786,GO:0003677,GO:0003677,GO:0030527,GO:0030527,GO:0046982
irf2	GO:0000978,GO:0000981,GO:0002376,GO:0005634,GO:0006357
LOC117817992	NA
LOC117817571	GO:0005634,GO:0005667,GO:0006357
LOC117818092	NA
LOC117817722	NA
LOC117817940	NA
LOC117816909	NA
LOC117816938	NA
LOC117816824	GO:0005654
LOC117816823	NA
LOC117817877	NA
trnal-aag_1	NA
trnal-uag	NA
trnal-aag_2	NA
LOC117817789	NA
LOC117817795	NA
LOC117816833	NA
LOC117817756	NA
LOC117817574	NA
trnal-uag_1	NA
slitrk4	GO:0005515,GO:0007409,GO:0016020,GO:0051965,GO:0098978,GO:1905606
LOC117816867	NA
LOC117817373	NA
LOC117817683	NA
LOC117817835	NA
trnag-ccc	NA
trnas-gcu_3	NA
trnas-gcu_4	NA
trnaa-agc_1	NA
trnas-gcu_5	NA
trnaa-agc_2	NA
trnas-gcu_6	NA
trnal-aag_3	NA
trnal-uag_2	NA
trnal-aag_4	NA
trnal-uag_3	NA
trnal-aag_5	NA
trnal-uag_4	NA
trnal-aag_6	NA
trnal-uag_5	NA
trnal-aag_7	NA
trnal-uag_6	NA
trnal-aag_8	NA
trnal-uag_7	NA
trnal-aag_9	NA
trnal-uag_8	NA
trnal-aag_10	NA
trnal-uag_9	NA
trnal-aag_11	NA
trnal-uag_10	NA
trnal-aag_12	NA
trnal-uag_11	NA
trnal-aag_13	NA
trnal-uag_12	NA
trnal-aag_14	NA
trnal-uag_13	NA
trnal-aag_15	NA
trnal-uag_14	NA
trnal-aag_16	NA
trnal-uag_15	NA
trnal-aag_17	NA
trnal-uag_16	NA
trnal-aag_18	NA
trnar-acg_49	NA
trnah-gug_52	NA
trnar-acg_50	NA
trnah-gug_53	NA
trnar-acg_51	NA
trnah-gug_54	NA
trnar-acg_52	NA
trnah-gug_55	NA
trnar-acg_53	NA
trnar-acg_54	NA
trnah-gug_56	NA
trnar-acg_55	NA
trnah-gug_57	NA
trnar-acg_56	NA
trnah-gug_58	NA
trnah-aug	NA
trnar-acg_57	NA
trnar-acg_58	NA
trnah-gug_59	NA
trnar-acg_59	NA
trnah-gug_60	NA
trnar-acg_60	NA
trnah-gug_61	NA
trnar-acg_61	NA
LOC117817709	NA
LOC117816913	NA
slitrk2	GO:0005515,GO:0007409,GO:0016020,GO:0051965,GO:0098978,GO:1905606
LOC117816778	GO:0005515
LOC117816779	NA
LOC117816780	NA
LOC117817882	NA
LOC117817783	NA
LOC117817944	NA
LOC117817777	NA
LOC117818081	NA
LOC117817753	NA
LOC117817791	NA
LOC117817898	NA
LOC117817954	NA
LOC117817478	GO:0004674,GO:0005524,GO:0005737,GO:0007346,GO:0043066,GO:0046777
LOC117817785	NA
trnat-cgu	NA
LOC117817999	NA
trnat-cgu_1	NA
trnat-cgu_2	NA
trnat-cgu_3	NA
trnat-cgu_4	NA
trnat-cgu_5	NA
trnat-cgu_6	NA
trnat-cgu_7	NA
trnat-cgu_8	NA
trnat-cgu_9	NA
trnat-cgu_10	NA
LOC117817698	GO:0005515,GO:0008270
hspa9	GO:0005524,GO:0005524,GO:0005737,GO:0005739,GO:0016887,GO:0031072,GO:0034620,GO:0042026,GO:0051082,GO:0051082,GO:0051085,GO:0051787,GO:0140662,GO:0140662
LOC117817578	GO:0005515,GO:0008270
rab33ba	GO:0003924,GO:0005525,GO:0005768,GO:0005794,GO:0032482
zgc:113425	GO:0016020
LOC117817579	NA
setd7	GO:0005515,GO:0005694,GO:0006355,GO:0034968,GO:0140945
mgst2	GO:0004364,GO:0004464,GO:0004602,GO:0005635,GO:0005783,GO:0008047,GO:0016020,GO:0019370
LOC117817156	GO:0005802
zgc:154054	GO:0005783,GO:0005793,GO:0005795,GO:0006487,GO:0008375
trnaa-ugc_1	NA
mmp17b	GO:0004222,GO:0004222,GO:0006508,GO:0008270,GO:0030198,GO:0030574,GO:0031012
LOC117816852	NA
LOC117816906	GO:0005515,GO:0007274,GO:0030833,GO:0031594,GO:0055037
rell2	GO:0010811,GO:1900745
trappc11	NA
LOC117816789	NA
LOC117816788	GO:0005515,GO:0008270
spdl1	GO:0000132,GO:0000922,GO:0000940,GO:0007080,GO:0007094,GO:0034501,GO:0034501,GO:0043515
sil1	NA
LOC117817580	GO:0003723,GO:0005634,GO:0006378,GO:1990817,GO:1990817
uvssa	GO:0000993,GO:0005694,GO:0006283,GO:0009411
nkx1.2lb	GO:0000978,GO:0000981,GO:0000981,GO:0005634,GO:0006357,GO:0030154
LOC117817801	NA
LOC117817581	GO:0005515,GO:0008270
LOC117817464	NA
LOC117817441	GO:0036038,GO:0060271,GO:1904491
hvcn1	GO:0005886,GO:0030171,GO:1902600
LOC117817440	GO:0005515
LOC117817460	NA
LOC117818129	NA
LOC117817449	GO:0005515,GO:0008270
c8h4orf47	GO:0005813
LOC117817443	NA
LOC117817465	NA
LOC117817453	NA
LOC117817451	GO:0007399,GO:0009897,GO:0038023,GO:0038023,GO:0043235
dnd1	GO:0003729,GO:0005634,GO:0005737,GO:0048255,GO:0060965
hars	GO:0004821,GO:0005524,GO:0005737,GO:0005739,GO:0006427,GO:0032543,GO:0042802
smim19	NA
syvn1	GO:0005737
ap1ar	GO:0034315,GO:0034315,GO:0035650,GO:0035650,GO:0048203,GO:0048203,GO:1900025,GO:1900025,GO:2000146,GO:2000146
smad5	GO:0000978,GO:0000981,GO:0006357,GO:0007179,GO:0007179,GO:0009653,GO:0030154,GO:0030509,GO:0060395,GO:0070411,GO:0071144
cfap100	NA
LOC117817462	NA
gabra4	GO:0004890,GO:0004890,GO:0005237,GO:0007165,GO:0007214,GO:0008503,GO:0022851,GO:0032590,GO:0034220,GO:0034220,GO:0043005,GO:0045202,GO:0050877,GO:0051932,GO:0060078,GO:0098794,GO:1902711,GO:1904315
LOC117817450	GO:0004890,GO:0004890,GO:0005237,GO:0006821,GO:0007165,GO:0007214,GO:0007214,GO:0008503,GO:0022851,GO:0032590,GO:0034220,GO:0034220,GO:0043005,GO:0045202,GO:0050877,GO:0051932,GO:0060078,GO:0098794,GO:1902711,GO:1904315
LOC117817463	NA
guf1	GO:0003924,GO:0005525,GO:0005525,GO:0005739,GO:0045727,GO:0097177
pigg	GO:0005789,GO:0006506,GO:0006506,GO:0051267
LOC117817854	NA
fnta	GO:0004660,GO:0004662,GO:0005737,GO:0005953,GO:0005965,GO:0018343,GO:0018344
aup1	GO:0016020,GO:0030433,GO:0043130
ctsf	GO:0004197,GO:0004869,GO:0005615,GO:0005764,GO:0051603
eif1ad	GO:0003723,GO:0003743,GO:0005634,GO:0006413
LOC117817833	GO:0006486,GO:0006486,GO:0016020,GO:0016020,GO:0016758,GO:0016758
nrg2b	GO:0005102,GO:0005615,GO:0007399,GO:0035556,GO:0048513
purab	GO:0000977,GO:0000977,GO:0000981,GO:0005634,GO:0006357,GO:0032422,GO:0032422
psd2	GO:0005085,GO:0032012
zgc:92242	GO:0005737
cxxc5b	GO:0005634,GO:0008270,GO:0008327
zgc:110843	GO:0005741,GO:0010506,GO:0043231,GO:0051537,GO:0051537
ube2d2	GO:0000209,GO:0005634,GO:0006511,GO:0061631
LOC117817691	NA
LOC117816891	GO:0005516,GO:0005737,GO:0005829,GO:0005955,GO:0033173,GO:0033192
sting1	GO:0000045,GO:0002218,GO:0002218,GO:0005776,GO:0005789,GO:0016239,GO:0032481,GO:0032481,GO:0035438,GO:0045087,GO:0051607,GO:0061507,GO:0061709
si:ch211-39i2.2	GO:0005737,GO:0005737,GO:0009968,GO:0009968
brd8	GO:0005515,GO:0016573,GO:0035267
gpc4	GO:0005515,GO:0005576,GO:0005886,GO:0005886,GO:0009966,GO:0009966,GO:0009986,GO:0016477,GO:0045202,GO:0062023,GO:0062023,GO:1905475
gpc3	GO:0005576,GO:0005886,GO:0005886,GO:0009986,GO:0016477,GO:0062023,GO:0062023,GO:0090263,GO:1905475
LOC117817584	GO:0005576,GO:0005886,GO:0005886,GO:0009986,GO:0016477,GO:0062023,GO:0062023,GO:0090263,GO:1905475
LOC117817623	NA
cab39l1	GO:0035556,GO:0043539
phf6	GO:0005634
hprt1	GO:0000287,GO:0004422,GO:0004422,GO:0006166,GO:0006178,GO:0032263,GO:0032264,GO:0046100
fam122b	GO:0004865
LOC117818136	NA
LOC117818135	NA
mospd1	GO:0005737
ints6l	GO:0032039,GO:0034472
mmgt1	GO:0005769,GO:0005794,GO:0005886,GO:0022890,GO:0072546
pfdn6	GO:0005737,GO:0006457,GO:0006457,GO:0016272,GO:0016272,GO:0051082,GO:0051087,GO:0051131
her5	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
her11	GO:0000978,GO:0000981,GO:0005634,GO:0006357,GO:0009952,GO:0046983,GO:0050767
fgf20b	GO:0001934,GO:0005104,GO:0005615,GO:0005737,GO:0008083,GO:0008083,GO:0008284,GO:0008543,GO:0009887,GO:0010628,GO:0030154,GO:0030334
micu3b	GO:0005509,GO:0005509,GO:0036444,GO:0051560,GO:1990246
zdhhc2	GO:0005783,GO:0005794,GO:0006612,GO:0018230,GO:0019706
cnot7	GO:0000932,GO:0003676,GO:0004535,GO:0030014,GO:0030015,GO:0043928
mtmr7a	GO:0016311,GO:0016791
slc7a2	GO:0005886,GO:0006865,GO:0006865,GO:0015171,GO:0055085
pdgfrl	NA
mtus1a	GO:0005634,GO:0005737,GO:0008017
sybl1	GO:0000149,GO:0005484,GO:0006887,GO:0006906,GO:0016020,GO:0031201
polr1d	GO:0003677,GO:0003899,GO:0003899,GO:0005666,GO:0005736,GO:0006351,GO:0046983
LOC117817682	GO:0004962,GO:0007186,GO:0008217,GO:0016020,GO:0042310,GO:0048484
cysltr1	GO:0004974,GO:0005886,GO:0007186,GO:0007186
LOC117817750	NA
lpar4	GO:0007200,GO:0016020,GO:0035025,GO:0070915
LOC117817585	GO:0004930,GO:0004930,GO:0007200,GO:0016020,GO:0035025
LOC117817754	GO:0001540,GO:0005794,GO:0005886,GO:0042985,GO:0070062
tbx22	GO:0000978,GO:0000981,GO:0001708,GO:0005634,GO:0006357,GO:0045893
LOC117817821	NA
LOC117817820	GO:0000815,GO:0005771,GO:0015031,GO:0032509,GO:0045324
LOC117816855	GO:0003723,GO:0048255,GO:1990817,GO:1990817
LOC117817073	GO:0000785,GO:0005634,GO:0005634,GO:0006325,GO:0031492
sh3bgrl	GO:0005737
si:dkey-237j10.2	GO:0034121,GO:0034121,GO:0035751
LOC117817492	GO:0006814,GO:0006885,GO:0015385,GO:0015385,GO:0016020,GO:0016020,GO:1902600,GO:1902600
LOC117817721	GO:0016020
LOC117817896	NA
LOC117817901	NA
LOC117817760	NA
LOC117817695	GO:0000978,GO:0000981,GO:0000981,GO:0005634,GO:0006357,GO:0006357,GO:0007420
rps6kal	GO:0000287,GO:0004711,GO:0005524,GO:0006468,GO:0006978
hdx	GO:0000978,GO:0000981,GO:0006357
LOC117818027	NA
si:ch211-26b3.4	GO:0005515,GO:0005737,GO:0009966,GO:0016020
LOC117816781	GO:0003713,GO:0003714,GO:0004674,GO:0004713,GO:0005524,GO:0005634,GO:0005737,GO:0007224,GO:0016605,GO:0018105,GO:0018107,GO:0042771,GO:0045944,GO:0046332
apool	GO:0042407,GO:0042407,GO:0061617,GO:0061617
LOC117817499	GO:0004930,GO:0006955,GO:0007186,GO:0016020
LOC117817676	NA
tenm1	GO:0007157,GO:0007165,GO:0016020,GO:0042803,GO:0043005,GO:0046982,GO:0048666,GO:0050839
LOC117817674	NA
LOC117817065	GO:0005085,GO:0005515
asb12b	GO:0005515
zc4h2	GO:0005634,GO:0045666
LOC117817200	GO:0003779,GO:0003779,GO:0005856,GO:0005886,GO:0005902,GO:0005912,GO:0008360,GO:0030175,GO:0045177,GO:0050839,GO:1902115,GO:1902966,GO:2000643
LOC117817199	GO:0003700,GO:0006355,GO:0008270,GO:0008584,GO:0043565
efnb1	GO:0005886,GO:0007411,GO:0046875,GO:0048013
stag2b	GO:0000785,GO:0003682,GO:0005634,GO:0007062,GO:0008278
xiap	GO:0005634,GO:0005737,GO:0031398,GO:0043027,GO:0043066,GO:0051726,GO:0061630
psmd10	GO:0005515
nxt2	GO:0006606,GO:0044613
acsl4a	GO:0001676,GO:0005783,GO:0005811,GO:0005886,GO:0030182,GO:0035336,GO:0047676
eif4ebp3l	GO:0005737,GO:0008190,GO:0008190,GO:0045947,GO:0045947
zgc:165573	GO:0070062
tenm2	GO:0005509,GO:0007157,GO:0007165,GO:0016020,GO:0042803,GO:0043005,GO:0046982,GO:0048666,GO:0050839
